名称,地址,房型,面积,朝向,装修,楼层,建成时间,楼层结构,总价格,平方价格,关注度,发布时间
武海中华锦绣 2室1厅 南,草金立交,2室1厅,74.36平米,南,简装,高楼层(共15层),2011年建,板楼,128万,"17,214元/平",0人关注,3天以前发布
金科一城 3室1厅 南,动物园,3室1厅,97.65平米,南,精装,中楼层(共18层),2011年建,塔楼,172万,"17,614元/平",0人关注,10天以前发布
云锦城市花园 2室2厅 东南,五大花园,2室2厅,68.79平米,东南,精装,中楼层(共11层),2012年建,板塔结合,136万,"19,771元/平",0人关注,7天以前发布
世纪光华 3室1厅 东南,花都大道,3室1厅,89.96平米,东南,精装,低楼层(共6层),2007年建,板塔结合,75万,"8,338元/平",1人关注,12天以前发布
龙湖时代天街 3室2厅 东南,高新西,3室2厅,115.26平米,东南,精装,中楼层(共26层),2015年建,塔楼,189万,"16,398元/平",1人关注,11天以前发布
金地天府城 3室2厅 南,广都,3室2厅,97.38平米,南,精装,中楼层(共31层),2015年建,板塔结合,249万,"25,570元/平",0人关注,9天以前发布
光华馨地 2室1厅 南,西南财大,2室1厅,80.84平米,南,精装,低楼层(共11层),2006年建,板塔结合,121万,"14,968元/平",1人关注,3天以前发布
首创东公元 2室1厅 东,龙泉驿城区,2室1厅,77.14平米,东,简装,中楼层(共34层),2012年建,塔楼,108万,"14,001元/平",0人关注,4天以前发布
南城都汇汇晴园五期 3室2厅 南 北,市一医院,3室2厅,89.76平米,南 北,精装,中楼层(共18层),2014年建,板楼,280万,"31,195元/平",2人关注,13天以前发布
中洲锦城湖岸 3室1厅 东,大源,3室1厅,91.09平米,东,精装,低楼层(共32层),2018年建,板塔结合,408万,"44,791元/平",0人关注,7天以前发布
中铁骑士府邸 3室2厅 西北,华府,3室2厅,78.1平米,西北,精装,中楼层(共32层),2019年建,板塔结合,169万,"21,639元/平",0人关注,5天以前发布
融创天府逸家三期 3室2厅 东北,大面,3室2厅,80.53平米,东北,精装,低楼层(共41层),2020年建,塔楼,132万,"16,392元/平",1人关注,6天以前发布
桂花巷51号 2室1厅 南 北,宽窄巷子,2室1厅,65平米,南 北,简装,低楼层(共6层),1996年建,板楼,140万,"21,539元/平",0人关注,7天以前发布
彩叠园1A期 3室1厅 南,光华大道沿线,3室1厅,135平米,南,精装,中楼层(共5层),2013年建,板楼,240万,"17,778元/平",0人关注,6天以前发布
皇冠国际社区一期 3室2厅 南 北,龙泉驿城区,3室2厅,132.6平米,南 北,毛坯,中楼层(共6层),2009年建,塔楼,185万,"13,952元/平",1人关注,4天以前发布
邦泰华府公馆 3室2厅 东南,文星镇,3室2厅,79.45平米,东南,精装,高楼层(共17层),2016年建,板塔结合,129万,"16,237元/平",1人关注,19天以前发布
华丽花园 3室2厅 西北,温江老城,3室2厅,92.26平米,西北,简装,中楼层(共6层),2000年建,板塔结合,68万,"7,371元/平",2人关注,30天以前发布
城北优品道 3室1厅 南,大丰,3室1厅,78.56平米,南,精装,中楼层(共32层),2016年建,塔楼,119万,"15,148元/平",1人关注,22天以前发布
锦江国际花园 3室1厅 东南,川师,3室1厅,84.69平米,东南,精装,低楼层(共34层),2016年建,塔楼,176.7万,"20,865元/平",0人关注,26天以前发布
佳兆业丽晶公馆 3室1厅 东南,花都大道,3室1厅,91.89平米,东南,精装,高楼层(共39层),2018年建,塔楼,138万,"15,018元/平",0人关注,17天以前发布
滨江两岸二期 3室1厅 西北,犀浦,3室1厅,78.21平米,西北,精装,高楼层(共32层),2020年建,板塔结合,130.8万,"16,725元/平",3人关注,20天以前发布
恒大天府半岛二期 3室2厅 东南 西北,锦江生态带,3室2厅,118.14平米,东南 西北,毛坯,低楼层(共18层),2017年建,板楼,230万,"19,469元/平",4人关注,29天以前发布
宏达世纪锦城 3室1厅 东 东南,海洋公园,3室1厅,97.45平米,东 东南,简装,高楼层(共32层),2012年建,板塔结合,210万,"21,550元/平",1人关注,14天以前发布
南湖国际社区 3室2厅 南 北,南湖,3室2厅,129.12平米,南 北,精装,中楼层(共34层),2012年建,板塔结合,230万,"17,813元/平",8人关注,12天以前发布
金茂光明城市 3室2厅 东,华阳,3室2厅,89.78平米,东,精装,中楼层(共33层),2016年建,板塔结合,205万,"22,834元/平",0人关注,14天以前发布
西财骏苑 3室1厅 西,西南财大,3室1厅,78.72平米,西,简装,高楼层(共12层),2004年建,板塔结合,120万,"15,244元/平",3人关注,12天以前发布
绿地国际花都三期 2室2厅 西南,郫县城区,2室2厅,72.61平米,西南,精装,低楼层(共25层),2014年建,塔楼,73万,"10,054元/平",0人关注,15天以前发布
滨江和城 3室1厅 南,麓山,3室1厅,95.1平米,南,精装,低楼层(共33层),2018年建,板楼,223万,"23,450元/平",5人关注,17天以前发布
水漪袅铜 3室2厅 南 北,航空路,3室2厅,116.93平米,南 北,简装,低楼层(共12层),2005年建,板塔结合,238万,"20,355元/平",5人关注,14天以前发布
首创光和城二期 2室2厅 南,动物园,2室2厅,62.73平米,南,简装,中楼层(共32层),2016年建,塔楼,120万,"19,130元/平",0人关注,7天以前发布
百仁安盛 3室2厅 西南 西,高家庄,3室2厅,136.83平米,西南 西,精装,中楼层(共18层),2008年建,板楼,209万,"15,275元/平",0人关注,13天以前发布
天地晨光丽景 3室2厅 南,洪河,3室2厅,112.64平米,南,简装,中楼层(共6层),2005年建,板楼,112万,"9,944元/平",1人关注,15天以前发布
上都二期 4室1厅 东南,郫县城区,4室1厅,157.61平米,东南,毛坯,高楼层(共11层),2006年建,板楼,112万,"7,107元/平",1人关注,13天以前发布
海骏达蜀都1号一期北区 3室1厅 东南,郫县城区,3室1厅,88.95平米,东南,精装,高楼层(共30层),2013年建,板楼,108万,"12,142元/平",2人关注,13天以前发布
城南名著 2室2厅 西北,广都,2室2厅,84.87平米,西北,毛坯,低楼层(共11层),2007年建,板塔结合,136万,"16,025元/平",2人关注,8天以前发布
顺江新苑B区 3室1厅 东北,武侯立交,3室1厅,81.99平米,东北,简装,高楼层(共6层),2003年建,板楼,86万,"10,490元/平",4人关注,11天以前发布
金茂光明城市 4室2厅 南 北,华阳,4室2厅,128.48平米,南 北,精装,高楼层(共33层),2016年建,板塔结合,298万,"23,195元/平",2人关注,12天以前发布
长兴街5号院 2室1厅 东南,西南交大,2室1厅,58.26平米,东南,精装,中楼层(共7层),1999年建,板楼,69.6万,"11,947元/平",0人关注,8天以前发布
中铁银杏广场 3室2厅 南,红光,3室2厅,77.57平米,南,精装,高楼层(共25层),2016年建,塔楼,89万,"11,474元/平",0人关注,10天以前发布
置信丽都花园城B区 3室1厅 东南,新双楠,3室1厅,142.65平米,东南,精装,中楼层(共13层),2007年建,板塔结合,300万,"21,031元/平",1人关注,15天以前发布
名景园 4室1厅 东北,浣花溪,4室1厅,159.73平米,东北,精装,高楼层(共5层),2000年建,板楼,460万,"28,799元/平",4人关注,11天以前发布
美茵河谷 3室2厅 东,花都大道,3室2厅,141.38平米,东,精装,低楼层(共11层),2007年建,板塔结合,200万,"14,147元/平",0人关注,11天以前发布
中铁奥维尔二期 3室1厅 东南,郫县城区,3室1厅,87.16平米,东南,精装,31层,2016年建,塔楼,89万,"10,212元/平",1人关注,15天以前发布
蓝光圣菲town城 2室1厅 西北,航空港,2室1厅,76.46平米,西北,精装,中楼层(共23层),2009年建,板塔结合,112万,"14,649元/平",0人关注,7天以前发布
棕竹街5号 3室1厅 东南,棕北,3室1厅,95.4平米,东南,简装,中楼层(共6层),1995年建,板楼,125万,"13,103元/平",2人关注,14天以前发布
上东一号二期 3室1厅 南 北,动物园,3室1厅,85.99平米,南 北,简装,高楼层(共18层),2011年建,板楼,127万,"14,770元/平",2人关注,15天以前发布
东原城 3室2厅 南,温江大学城,3室2厅,89.23平米,南,精装,低楼层(共34层),2015年建,板塔结合,86万,"9,639元/平",1人关注,12天以前发布
东原城 3室1厅 东南,温江大学城,3室1厅,88.86平米,东南,精装,中楼层(共34层),2019年建,塔楼,91万,"10,241元/平",0人关注,11天以前发布
保利金香槟 3室2厅 西南,外金沙,3室2厅,89.18平米,西南,简装,低楼层(共18层),2012年建,板塔结合,189万,"21,194元/平",2人关注,16天以前发布
滨江和城 3室2厅 西北,麓山,3室2厅,93.13平米,西北,简装,高楼层(共34层),2019年建,板塔结合,202万,"21,691元/平",2人关注,13天以前发布
蓝润光华春天B区 3室2厅 东南,花都大道,3室2厅,81.61平米,东南,精装,低楼层(共26层),2017年建,板塔结合,120万,"14,705元/平",0人关注,12天以前发布
